date,geography,geography code,Rural Urban,Sex: All persons; Economic Activity: All usual residents aged 16 to 74; measures: Value,Sex: All persons; Economic Activity: Economically active; measures: Value,Sex: All persons; Economic Activity: Economically active: In employment; measures: Value,Sex: All persons; Economic Activity: Economically active: Employee: Part-time; measures: Value,Sex: All persons; Economic Activity: Economically active: Employee: Full-time; measures: Value,Sex: All persons; Economic Activity: Economically active: Self-employed; measures: Value,Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value,Sex: All persons; Economic Activity: Economically active: Full-time student; measures: Value,Sex: All persons; Economic Activity: Economically Inactive; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Retired; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Student (including full-time students); measures: Value,Sex: All persons; Economic Activity: Economically inactive: Looking after home or family; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Other; measures: Value,Sex: All persons; Economic Activity: Unemployed: Age 16 to 24; measures: Value,Sex: All persons; Economic Activity: Unemployed: Age 50 to 74; measures: Value,Sex: All persons; Economic Activity: Unemployed: Never worked; measures: Value,Sex: All persons; Economic Activity: Long-term unemployed; measures: Value,Sex: Males; Economic Activity: All usual residents aged 16 to 74; measures: Value,Sex: Males; Economic Activity: Economically active; measures: Value,Sex: Males; Economic Activity: Economically active: In employment; measures: Value,Sex: Males; Economic Activity: Economically active: Employee: Part-time; measures: Value,Sex: Males; Economic Activity: Economically active: Employee: Full-time; measures: Value,Sex: Males; Economic Activity: Economically active: Self-employed; measures: Value,Sex: Males; Economic Activity: Economically active: Unemployed; measures: Value,Sex: Males; Economic Activity: Economically active: Full-time student; measures: Value,Sex: Males; Economic Activity: Economically Inactive; measures: Value,Sex: Males; Economic Activity: Economically inactive: Retired; measures: Value,Sex: Males; Economic Activity: Economically inactive: Student (including full-time students); measures: Value,Sex: Males; Economic Activity: Economically inactive: Looking after home or family; measures: Value,Sex: Males; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value,Sex: Males; Economic Activity: Economically inactive: Other; measures: Value,Sex: Males; Economic Activity: Unemployed: Age 16 to 24; measures: Value,Sex: Males; Economic Activity: Unemployed: Age 50 to 74; measures: Value,Sex: Males; Economic Activity: Unemployed: Never worked; measures: Value,Sex: Males; Economic Activity: Long-term unemployed; measures: Value,Sex: Females; Economic Activity: All usual residents aged 16 to 74; measures: Value,Sex: Females; Economic Activity: Economically active; measures: Value,Sex: Females; Economic Activity: Economically active: In employment; measures: Value,Sex: Females; Economic Activity: Economically active: Employee: Part-time; measures: Value,Sex: Females; Economic Activity: Economically active: Employee: Full-time; measures: Value,Sex: Females; Economic Activity: Economically active: Self-employed; measures: Value,Sex: Females; Economic Activity: Economically active: Unemployed; measures: Value,Sex: Females; Economic Activity: Economically active: Full-time student; measures: Value,Sex: Females; Economic Activity: Economically Inactive; measures: Value,Sex: Females; Economic Activity: Economically inactive: Retired; measures: Value,Sex: Females; Economic Activity: Economically inactive: Student (including full-time students); measures: Value,Sex: Females; Economic Activity: Economically inactive: Looking after home or family; measures: Value,Sex: Females; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value,Sex: Females; Economic Activity: Economically inactive: Other; measures: Value,Sex: Females; Economic Activity: Unemployed: Age 16 to 24; measures: Value,Sex: Females; Economic Activity: Unemployed: Age 50 to 74; measures: Value,Sex: Females; Economic Activity: Unemployed: Never worked; measures: Value,Sex: Females; Economic Activity: Long-term unemployed; measures: Value,RowID
2011,Central Bedfordshire,E06000056,Total,186658,139525,127845,26069,81304,20472,6443,5237,47133,25111,7768,7346,4409,2499,1708,1548,711,2474,93043,74443,68333,4351,49258,14724,3703,2407,18600,10622,4391,453,2116,1018,1072,978,421,1286,93615,65082,59512,21718,32046,5748,2740,2830,28533,14489,3377,6893,2293,1481,636,570,290,1188,143
2011,Luton,E06000032,Total,145208,100272,83876,18407,53271,12198,8337,8059,44936,14336,10703,9660,5496,4741,2097,1340,1648,3186,73205,56057,46883,5353,31611,9919,4807,4367,17148,6287,5649,680,2726,1806,1248,895,788,1803,72003,44215,36993,13054,21660,2279,3530,3692,27788,8049,5054,8980,2770,2935,849,445,860,1383,144
2011,Peterborough,E06000031,Total,132318,95646,85370,18654,56704,10012,6691,3585,36672,15323,5104,7270,5484,3491,2008,1121,1129,2516,65972,52078,46514,4419,34777,7318,3879,1685,13894,6556,2582,591,2737,1428,1228,689,632,1298,66346,43568,38856,14235,21927,2694,2812,1900,22778,8767,2522,6679,2747,2063,780,432,497,1218,145
2011,Southend-on-Sea,E06000033,Total,125007,88324,78722,17949,47972,12801,6209,3393,36683,17655,4769,6298,5311,2650,1661,1191,773,2607,62105,47619,42238,3792,28979,9467,3834,1547,14486,7531,2390,649,2811,1105,1058,799,476,1503,62902,40705,36484,14157,18993,3334,2375,1846,22197,10124,2379,5649,2500,1545,603,392,297,1104,146
2011,Thurrock,E06000034,Total,114124,84464,75151,16370,48620,10161,6190,3123,29660,13377,3987,5903,4037,2356,1718,1030,946,2553,56734,45531,40651,3006,29734,7911,3500,1380,11203,5634,1965,541,2092,971,1051,655,548,1295,57390,38933,34500,13364,18886,2250,2690,1743,18457,7743,2022,5362,1945,1385,667,375,398,1258,147
2011,Cambridge,E07000008,Total,98283,62886,54642,10001,37350,7291,2641,5603,35397,7001,21463,2949,2437,1547,648,441,305,1044,50915,33993,29636,2708,22276,4652,1586,2771,16922,2889,11737,253,1321,722,430,297,184,582,47368,28893,25006,7293,15074,2639,1055,2832,18475,4112,9726,2696,1116,825,218,144,121,462,148
2011,East Cambridgeshire,E07000009,Total,60714,45920,42764,8811,26726,7227,1747,1409,14794,8224,1784,2531,1438,817,476,414,180,659,30234,24633,23007,1516,16533,4958,1006,620,5601,3448,908,187,707,351,308,262,112,332,30480,21287,19757,7295,10193,2269,741,789,9193,4776,876,2344,731,466,168,152,68,327,149
2011,Fenland,E07000010,Total,69258,47829,43413,9701,27304,6408,2931,1485,21429,11869,2146,2954,3100,1360,895,565,433,1247,34463,25863,23538,1932,16944,4662,1698,627,8600,5075,1074,303,1470,678,583,353,256,656,34795,21966,19875,7769,10360,1746,1233,858,12829,6794,1072,2651,1630,682,312,212,177,591,150
2011,Huntingdonshire,E07000011,Total,125346,93481,86207,17780,56515,11912,3957,3317,31865,17677,4002,4746,3112,2328,1180,907,434,1446,62912,50202,46307,3263,34750,8294,2349,1546,12710,7527,1989,333,1500,1361,725,605,252,779,62434,43279,39900,14517,21765,3618,1608,1771,19155,10150,2013,4413,1612,967,455,302,182,667,151
2011,South Cambridgeshire,E07000012,Total,107779,82079,76608,15597,48499,12512,2499,2972,25700,14045,4295,3875,2133,1352,613,643,225,891,53747,43908,41084,2854,29908,8322,1431,1393,9839,5836,2148,228,1044,583,405,419,137,438,54032,38171,35524,12743,18591,4190,1068,1579,15861,8209,2147,3647,1089,769,208,224,88,453,152
2011,Basildon,E07000066,Total,125795,89570,80665,17855,50693,12117,5846,3059,36225,17497,4297,7204,4953,2274,1690,1113,758,2457,61243,47898,43130,3089,30646,9395,3370,1398,13345,7267,2190,547,2440,901,1079,711,445,1282,64552,41672,37535,14766,20047,2722,2476,1661,22880,10230,2107,6657,2513,1373,611,402,313,1175,153
2011,Braintree,E07000067,Total,106718,78715,72016,15747,43859,12410,4014,2685,28003,15027,3153,4890,3347,1586,1100,857,424,1663,52599,42155,38605,2608,27043,8954,2347,1203,10444,6213,1578,343,1661,649,674,561,232,907,54119,36560,33411,13139,16816,3456,1667,1482,17559,8814,1575,4547,1686,937,426,296,192,756,154
2011,Brentwood,E07000068,Total,52959,38149,35283,7142,21677,6464,1667,1199,14810,7884,2330,2564,1215,817,439,368,196,643,25912,20373,18826,1193,13011,4622,966,581,5539,3293,1171,144,590,341,266,248,114,338,27047,17776,16457,5949,8666,1842,701,618,9271,4591,1159,2420,625,476,173,120,82,305,155
2011,Castle Point,E07000069,Total,64626,44080,40222,9525,23519,7178,2289,1569,20546,12525,1852,3086,2036,1047,682,527,307,894,31762,23949,21847,1553,14645,5649,1382,720,7813,5173,951,213,1046,430,447,340,199,497,32864,20131,18375,7972,8874,1529,907,849,12733,7352,901,2873,990,617,235,187,108,397,156
2011,Chelmsford,E07000070,Total,123693,91339,83355,18138,52442,12775,4223,3761,32354,17484,4840,5230,2810,1990,1140,953,467,1647,61100,48765,44643,3305,32137,9201,2468,1654,12335,7395,2341,304,1351,944,728,616,301,895,62593,42574,38712,14833,20305,3574,1755,2107,20019,10089,2499,4926,1459,1046,412,337,166,752,157
2011,Colchester,E07000071,Total,128562,91385,81214,18471,50589,12154,4456,5715,37177,16901,8950,5226,4135,1965,1286,833,577,1748,63645,48645,43447,3430,31336,8681,2551,2647,15000,7127,4557,400,2100,816,793,498,316,930,64917,42740,37767,15041,19253,3473,1905,3068,22177,9774,4393,4826,2035,1149,493,335,261,818,158
2011,Epping Forest,E07000072,Total,90622,65304,59936,12023,34722,13191,3259,2109,25318,12746,4055,4459,2378,1680,922,655,438,1298,44089,34651,31837,2105,19966,9766,1819,995,9438,5308,2005,261,1189,675,563,418,250,672,46533,30653,28099,9918,14756,3425,1440,1114,15880,7438,2050,4198,1189,1005,359,237,188,626,159
2011,Harlow,E07000073,Total,58669,43847,39010,8643,25261,5106,3043,1794,14822,6625,2102,2778,2188,1129,766,641,363,1335,28509,23120,20599,1616,15046,3937,1702,819,5389,2601,1081,233,1022,452,462,407,206,686,30160,20727,18411,7027,10215,1169,1341,975,9433,4024,1021,2545,1166,677,304,234,157,649,160
2011,Maldon,E07000074,Total,45406,31856,29513,6640,16765,6108,1381,962,13550,8148,1353,2122,1293,634,392,346,164,565,22510,17369,16119,1127,10590,4402,817,433,5141,3424,694,131,636,256,247,220,100,320,22896,14487,13394,5513,6175,1706,564,529,8409,4724,659,1991,657,378,145,126,64,245,161
2011,Rochford,E07000075,Total,60425,42804,39503,9179,23556,6768,1836,1465,17621,10715,1846,2756,1395,909,514,437,178,707,29896,23137,21422,1507,14821,5094,1085,630,6759,4554,917,134,695,459,325,292,119,381,30529,19667,18081,7672,8735,1674,751,835,10862,6161,929,2622,700,450,189,145,59,326,162
2011,Tendring,E07000076,Total,97050,59908,53285,14148,29346,9791,4533,2090,37142,22402,3223,4469,5131,1917,1368,997,671,1989,46944,31841,28106,2847,18128,7131,2783,952,15103,9483,1605,468,2706,841,892,621,423,1140,50106,28067,25179,11301,11218,2660,1750,1138,22039,12919,1618,4001,2425,1076,476,376,248,849,163
2011,Uttlesford,E07000077,Total,57086,42473,39603,8306,22883,8414,1527,1343,14613,7685,2371,2778,1006,773,362,410,124,590,28323,22919,21478,1457,14285,5736,828,613,5404,3240,1236,136,494,298,223,258,73,280,28763,19554,18125,6849,8598,2678,699,730,9209,4445,1135,2642,512,475,139,152,51,310,164
2011,Broxbourne,E07000095,Total,67599,49426,44754,9790,27083,7881,2825,1847,18173,8930,2927,3221,1861,1234,765,546,374,1173,32812,26024,23653,1619,15867,6167,1573,798,6788,3734,1500,200,884,470,483,343,212,584,34787,23402,21101,8171,11216,1714,1252,1049,11385,5196,1427,3021,977,764,282,203,162,589,165
2011,Dacorum,E07000096,Total,104410,77800,71048,14422,44421,12205,3829,2923,26610,12906,4003,4730,2788,2183,1025,884,402,1424,51812,41418,37829,2714,26594,8521,2194,1395,10394,5431,2031,301,1437,1194,657,544,229,759,52598,36382,33219,11708,17827,3684,1635,1528,16216,7475,1972,4429,1351,989,368,340,173,665,166
2011,East Hertfordshire,E07000242,Total,100093,75434,70178,14070,43787,12321,2849,2407,24659,12485,4401,4404,2066,1303,733,678,290,1015,49531,40228,37495,2244,26592,8659,1648,1085,9303,5216,2282,223,1021,561,470,456,173,527,50562,35206,32683,11826,17195,3662,1201,1322,15356,7269,2119,4181,1045,742,263,222,117,488,167
2011,Hertsmere,E07000098,Total,71511,52435,47789,9622,28167,10000,2650,1996,19076,8029,4378,3369,1980,1320,671,565,368,1024,34593,27606,25201,1729,16497,6975,1504,901,6987,3183,2031,211,1007,555,416,352,226,518,36918,24829,22588,7893,11670,3025,1146,1095,12089,4846,2347,3158,973,765,255,213,142,506,168
2011,North Hertfordshire,E07000099,Total,91510,68564,62969,12782,40147,10040,3145,2450,22946,12149,3429,3959,2179,1230,827,695,350,1251,45342,36702,33742,2259,24589,6894,1836,1124,8640,5126,1656,277,1045,536,529,452,200,666,46168,31862,29227,10523,15558,3146,1309,1326,14306,7023,1773,3682,1134,694,298,243,150,585,169
2011,St Albans,E07000240,Total,99863,74553,69041,13476,42999,12566,2715,2797,25310,12321,4614,4817,2078,1480,633,645,276,1021,49333,39859,36992,2610,26134,8248,1565,1302,9474,5281,2286,264,1053,590,383,407,163,565,50530,34694,32049,10866,16865,4318,1150,1495,15836,7040,2328,4553,1025,890,250,238,113,456,170
2011,Stevenage,E07000243,Total,60988,46140,41034,8729,27053,5252,2925,2181,14848,6749,2269,2795,1998,1037,796,564,360,1158,30243,24574,21841,1681,16171,3989,1719,1014,5669,2762,1204,250,1012,441,537,382,211,622,30745,21566,19193,7048,10882,1263,1206,1167,9179,3987,1065,2545,986,596,259,182,149,536,171
2011,Three Rivers,E07000102,Total,62440,46280,42662,8425,25698,8539,1984,1634,16160,7971,2830,2910,1417,1032,576,416,231,764,30509,24503,22626,1442,15353,5831,1145,732,6006,3342,1376,153,705,430,376,254,138,400,31931,21777,20036,6983,10345,2708,839,902,10154,4629,1454,2757,712,602,200,162,93,364,172
2011,Watford,E07000103,Total,66285,50770,45809,8438,30477,6894,2692,2269,15515,6260,3058,3030,1779,1388,643,490,389,1000,33180,27188,24538,1863,17652,5023,1510,1140,5992,2694,1568,219,935,576,399,320,197,526,33105,23582,21271,6575,12825,1871,1182,1129,9523,3566,1490,2811,844,812,244,170,192,474,173
2011,Welwyn Hatfield,E07000241,Total,81514,57036,48850,9939,31315,7596,2687,5499,24478,8920,8941,3283,2090,1244,716,558,281,1098,40605,30258,26039,1889,18808,5342,1523,2696,10347,3736,4719,251,1109,532,424,375,152,576,40909,26778,22811,8050,12507,2254,1164,2803,14131,5184,4222,3032,981,712,292,183,129,522,174
2011,Breckland,E07000143,Total,94176,65029,59621,13772,36350,9499,3302,2106,29147,16939,2835,3987,3288,2098,1020,690,398,1244,47100,35257,32447,2621,23124,6702,1933,877,11843,7143,1479,358,1662,1201,622,435,244,705,47076,29772,27174,11151,13226,2797,1369,1229,17304,9796,1356,3629,1626,897,398,255,154,539,175
2011,Broadland,E07000144,Total,90305,64232,59597,15110,34180,10307,2314,2321,26073,16776,2552,3116,2512,1117,681,568,232,822,44521,34063,31677,2596,21811,7270,1349,1037,10458,7138,1322,223,1297,478,409,366,147,440,45784,30169,27920,12514,12369,3037,965,1284,15615,9638,1230,2893,1215,639,272,202,85,382,176
2011,Great Yarmouth,E07000145,Total,70234,46018,40055,11433,22778,5844,4258,1705,24216,12881,2526,3443,3741,1625,1331,866,543,1668,34916,24916,21435,2504,14692,4239,2689,792,10000,5544,1368,454,1931,703,874,580,341,990,35318,21102,18620,8929,8086,1605,1569,913,14216,7337,1158,2989,1810,922,457,286,202,678,177
2011,King's Lynn and West Norfolk,E07000146,Total,106591,71704,65459,15537,38946,10976,3901,2344,34887,20888,3295,4609,4334,1761,1139,874,497,1585,52573,38755,35390,2975,24733,7682,2346,1019,13818,8750,1623,517,2198,730,733,564,313,893,54018,32949,30069,12562,14213,3294,1555,1325,21069,12138,1672,4092,2136,1031,406,310,184,692,178
2011,North Norfolk,E07000147,Total,72453,45819,42147,10606,21871,9670,2404,1268,26634,17240,2002,2918,2847,1627,709,648,245,929,35708,24582,22598,2319,13705,6574,1457,527,11126,7327,1000,308,1483,1008,452,381,151,544,36745,21237,19549,8287,8166,3096,947,741,15508,9913,1002,2610,1364,619,257,267,94,385,179
2011,Norwich,E07000148,Total,100702,68772,58247,13516,37502,7229,5060,5465,31930,10766,9613,4379,4959,2213,1487,752,677,2042,50180,36723,31168,3577,22483,5108,3165,2390,13457,4607,4578,490,2663,1119,939,500,401,1211,50522,32049,27079,9939,15019,2121,1895,3075,18473,6159,5035,3889,2296,1094,548,252,276,831,180
2011,South Norfolk,E07000149,Total,89337,63158,58512,14032,33553,10927,2439,2207,26179,16249,2844,3450,2506,1130,725,598,290,885,43756,33354,30958,2437,20976,7545,1427,969,10402,6954,1426,261,1249,512,473,368,191,463,45581,29804,27554,11595,12577,3382,1012,1238,15777,9295,1418,3189,1257,618,252,230,99,422,181
2011,Babergh,E07000200,Total,63075,44347,41035,9578,23434,8023,1879,1433,18728,11468,2129,2671,1593,867,527,438,180,775,31151,23824,22019,1619,14829,5571,1148,657,7327,4898,1068,176,789,396,352,306,118,440,31924,20523,19016,7959,8605,2452,731,776,11401,6570,1061,2495,804,471,175,132,62,335,182
2011,Forest Heath,E07000201,Total,44053,33115,30717,5705,20939,4073,1412,986,10938,5403,1210,2074,1134,1117,400,293,172,516,22498,18535,17308,1172,13248,2888,785,442,3963,2192,565,126,565,515,218,192,93,261,21555,14580,13409,4533,7691,1185,627,544,6975,3211,645,1948,569,602,182,101,79,255,183
2011,Ipswich,E07000202,Total,97167,71423,63192,16071,40014,7107,5212,3019,25744,11279,3736,4662,4048,2019,1628,769,767,2152,48680,38633,34088,3353,25331,5404,3216,1329,10047,4855,1837,423,2064,868,1003,517,452,1240,48487,32790,29104,12718,14683,1703,1996,1690,15697,6424,1899,4239,1984,1151,625,252,315,912,184
2011,Mid Suffolk,E07000203,Total,70073,50607,47096,10977,27013,9106,1789,1722,19466,12193,2035,2781,1568,889,505,455,197,625,34986,27380,25626,1725,17730,6171,1025,729,7606,5187,1086,183,773,377,313,288,114,326,35087,23227,21470,9252,9283,2935,764,993,11860,7006,949,2598,795,512,192,167,83,299,185
2011,St Edmundsbury,E07000204,Total,80968,59324,54760,12418,34373,7969,2463,2101,21644,12451,2522,2761,2066,1844,780,482,300,870,41082,32201,29757,2391,21834,5532,1480,964,8881,5152,1256,192,1026,1255,504,290,194,474,39886,27123,25003,10027,12539,2437,983,1137,12763,7299,1266,2569,1040,589,276,192,106,396,186
2011,Suffolk Coastal,E07000205,Total,88250,61006,56467,14036,31974,10457,2394,2145,27244,17161,2817,3423,2328,1515,731,574,257,905,43617,32594,30218,2600,20778,6840,1434,942,11023,7377,1445,255,1145,801,492,356,162,530,44633,28412,26249,11436,11196,3617,960,1203,16221,9784,1372,3168,1183,714,239,218,95,375,187
2011,Waveney,E07000206,Total,81877,53460,47714,13463,26780,7471,3724,2022,28417,16590,2557,3748,3747,1775,1172,796,462,1341,40349,28658,25423,2623,17517,5283,2301,934,11691,7144,1322,378,1863,984,728,556,274,737,41528,24802,22291,10840,9263,2188,1423,1088,16726,9446,1235,3370,1884,791,444,240,188,604,188
2011,Camden,E09000007,Total,173833,118397,103986,13727,66955,23304,7755,6656,55436,11908,22734,7874,7663,5257,1461,1404,1580,3068,85356,62686,55448,4995,36247,14206,4249,2989,22670,5023,10646,648,4117,2236,872,858,782,1669,88477,55711,48538,8732,30708,9098,3506,3667,32766,6885,12088,7226,3546,3021,589,546,798,1399,189
2011,City of London,E09000001,Total,6307,4972,4641,360,3245,1036,187,144,1335,580,363,153,116,123,29,44,25,65,3596,3012,2830,147,1976,707,106,76,584,254,171,18,74,67,18,30,14,39,2711,1960,1811,213,1269,329,81,68,751,326,192,135,42,56,11,14,11,26,190
2011,Hackney,E09000012,Total,187423,133883,113367,21394,68680,23293,13207,7309,53540,10441,16455,9262,9788,7594,2679,2023,2899,5385,92813,70453,59605,8470,36348,14787,7644,3204,22360,4545,8095,1129,5153,3438,1541,1320,1584,3159,94610,63430,53762,12924,32332,8506,5563,4105,31180,5896,8360,8133,4635,4156,1138,703,1315,2226,191
2011,Hammersmith and Fulham,E09000013,Total,145552,107754,95640,11073,66703,17864,7060,5054,37798,9135,11919,6645,5670,4429,1364,1102,1288,2708,71047,55562,49336,3529,34903,10904,3848,2378,15485,3692,6287,521,3031,1954,799,678,660,1421,74505,52192,46304,7544,31800,6960,3212,2676,22313,5443,5632,6124,2639,2475,565,424,628,1287,192
2011,Haringey,E09000014,Total,193062,138189,118886,21601,70472,26813,11730,7573,54873,13391,15945,9604,8448,7485,2212,1901,2619,4360,95559,73275,63155,7990,38065,17100,6638,3482,22284,5641,7865,1056,4296,3426,1320,1070,1320,2476,97503,64914,55731,13611,32407,9713,5092,4091,32589,7750,8080,8548,4152,4059,892,831,1299,1884,193
2011,Islington,E09000019,Total,165149,117488,102325,13596,69852,18877,8960,6203,47661,10204,16458,6611,8707,5681,1966,1412,1824,3590,81308,61445,53886,4646,37412,11828,4917,2642,19863,4423,7595,733,4524,2588,1204,837,921,1942,83841,56043,48439,8950,32440,7049,4043,3561,27798,5781,8863,5878,4183,3093,762,575,903,1648,194
2011,Kensington and Chelsea,E09000020,Total,126080,87517,79198,8583,51211,19404,5433,2886,38563,10119,11031,7740,4503,5170,915,1020,909,2298,62056,47953,43758,2942,29360,11456,2867,1328,14103,4065,5395,439,2398,1806,549,578,461,1190,64024,39564,35440,5641,21851,7948,2566,1558,24460,6054,5636,7301,2105,3364,366,442,448,1108,195
2011,Lambeth,E09000022,Total,237730,183190,159823,22530,110465,26828,14255,9112,54540,13265,16062,8411,9068,7734,2810,2304,2725,5824,118845,96183,84042,7285,59396,17361,7955,4186,22662,5745,7515,821,4887,3694,1651,1404,1465,3133,118885,87007,75781,15245,51069,9467,6300,4926,31878,7520,8547,7590,4181,4040,1159,900,1260,2691,196
2011,Lewisham,E09000023,Total,206255,151793,128905,24079,82776,22050,12776,10112,54462,15088,15018,9179,8779,6398,2765,2074,2474,5064,100913,78480,66486,7461,44571,14454,7176,4818,22433,6535,7333,1045,4650,2870,1624,1301,1276,2768,105342,73313,62419,16618,38205,7596,5600,5294,32029,8553,7685,8134,4129,3528,1141,773,1198,2296,197
2011,Newham,E09000025,Total,228958,153761,118862,26408,70712,21742,15734,19165,75197,13211,24959,16510,9728,10789,3695,2064,4623,5652,120928,90528,69304,12208,41087,16009,8701,12523,30400,5660,13951,1472,4790,4527,2155,1241,2181,3153,108030,63233,49558,14200,29625,5733,7033,6642,44797,7551,11008,15038,4938,6262,1540,823,2442,2499,198
2011,Southwark,E09000028,Total,224551,163859,139286,22225,94675,22386,13484,11089,60692,12940,22256,8438,9653,7405,2703,2336,2742,5447,111432,86060,73523,7215,51690,14618,7553,4984,25372,5409,10554,957,5046,3406,1528,1463,1419,2982,113119,77799,65763,15010,42985,7768,5931,6105,35320,7531,11702,7481,4607,3999,1175,873,1323,2465,199
2011,Tower Hamlets,E09000030,Total,196552,137233,113219,18852,78031,16336,13259,10755,59319,9262,19407,13809,8893,7948,3446,1683,3442,4986,102168,79353,65867,9351,45086,11430,7693,5793,22815,4098,9504,1348,4692,3173,1987,1131,1536,3150,94384,57880,47352,9501,32945,4906,5566,4962,36504,5164,9903,12461,4201,4775,1459,552,1906,1836,200
2011,Wandsworth,E09000032,Total,243533,189789,172468,18968,123965,29535,9311,8010,53744,15140,14599,10424,7027,6554,1825,1585,1534,3589,117887,96990,88485,5600,64475,18410,5111,3394,20897,6260,6811,786,3794,3246,1058,974,781,1929,125646,92799,83983,13368,59490,11125,4200,4616,32847,8880,7788,9638,3233,3308,767,611,753,1660,201
2011,Westminster,E09000033,Total,175505,120418,107531,12606,72899,22026,7941,4946,55087,12010,17835,9521,8492,7229,1356,1348,1621,3118,89830,67674,60930,5203,41924,13803,4384,2360,22156,5037,8713,874,4563,2969,733,768,824,1779,85675,52744,46601,7403,30975,8223,3557,2586,32931,6973,9122,8647,3929,4260,623,580,797,1339,202
2011,Barking and Dagenham,E09000002,Total,127568,86404,71519,15608,44490,11421,9367,5518,41164,10995,9485,9476,6459,4749,2328,1305,2050,3989,61749,46390,38400,4124,25627,8649,5178,2812,15359,4622,4864,848,3147,1878,1420,853,1020,2101,65819,40014,33119,11484,18863,2772,4189,2706,25805,6373,4621,8628,3312,2871,908,452,1030,1888,203
2011,Barnet,E09000003,Total,258443,184483,163942,30478,93174,40290,11476,9065,73960,22967,21112,14277,7885,7719,2460,2024,2177,4427,124982,97368,87035,8170,51580,27285,6113,4220,27614,9069,10514,971,3928,3132,1494,1153,1095,2135,133461,87115,76907,22308,41594,13005,5363,4845,46346,13898,10598,13306,3957,4587,966,871,1082,2292,204
2011,Bexley,E09000004,Total,165914,118864,106286,23072,66838,16376,7245,5333,47050,21839,9177,7696,4943,3395,2055,1346,1171,2846,80134,61944,55621,4330,38658,12633,3916,2407,18190,9107,4562,588,2440,1493,1222,838,626,1396,85780,56920,50665,18742,28180,3743,3329,2926,28860,12732,4615,7108,2503,1902,833,508,545,1450,205
2011,Brent,E09000005,Total,233726,163991,139478,25702,83772,30004,13535,10978,69735,18619,19919,13035,9119,9043,2691,2357,3161,5021,117833,89774,76137,9038,45916,21183,7575,6062,28059,7943,10231,1083,4898,3904,1631,1438,1551,2762,115893,74217,63341,16664,37856,8821,5960,4916,41676,10676,9688,11952,4221,5139,1060,919,1610,2259,206
2011,Bromley,E09000006,Total,222539,161282,147108,29012,91506,26590,8668,5506,61257,29656,10635,10614,6057,4295,2164,1811,1179,3521,107302,83986,76597,5458,52285,18854,4930,2459,23316,12317,5276,703,3199,1821,1347,1137,694,1813,115237,77296,70511,23554,39221,7736,3738,3047,37941,17339,5359,9911,2858,2474,817,674,485,1708,207
2011,Croydon,E09000008,Total,263048,190308,165753,33112,105621,27020,14512,10043,72740,26079,16641,13265,9272,7483,3563,2527,2643,5805,127430,99206,86390,8478,58558,19354,7992,4824,28224,10866,8299,1136,4777,3146,2140,1545,1401,3005,135618,91102,79363,24634,47063,7666,6520,5219,44516,15213,8342,12129,4495,4337,1423,982,1242,2800,208
2011,Ealing,E09000009,Total,252764,180615,157500,25882,100465,31153,13158,9957,72149,20905,18771,14552,9134,8787,2732,2257,3013,5100,126972,98765,86213,8491,56186,21536,7357,5195,28207,8994,9674,1161,4636,3742,1643,1390,1518,2812,125792,81850,71287,17391,44279,9617,5801,4762,43942,11911,9097,13391,4498,5045,1089,867,1495,2288,209
2011,Enfield,E09000010,Total,224024,153334,131601,29134,77326,25141,13192,8541,70690,22062,17187,13464,9242,8735,3168,2082,3031,5262,107259,80732,69585,9347,42160,18078,7245,3902,26527,9167,8103,1172,4658,3427,1857,1279,1476,2785,116765,72602,62016,19787,35166,7063,5947,4639,44163,12895,9084,12292,4584,5308,1311,803,1555,2477,210
2011,Greenwich,E09000011,Total,186722,132073,110846,20697,71844,18305,11518,9709,54649,15695,13957,9577,8621,6799,2714,1676,2518,4507,92957,70425,59307,5912,40499,12896,6317,4801,22532,6684,6890,987,4590,3381,1592,1037,1317,2298,93765,61648,51539,14785,31345,5409,5201,4908,32117,9011,7067,8590,4031,3418,1122,639,1201,2209,211
2011,Harrow,E09000015,Total,174751,123307,109034,21423,65492,22119,7854,6419,51444,18189,13417,9580,5105,5153,1688,1527,1620,2938,86454,66777,59278,5878,37381,16019,4107,3392,19677,7571,7041,722,2438,1905,996,938,717,1476,88297,56530,49756,15545,28111,6100,3747,3027,31767,10618,6376,8858,2667,3248,692,589,903,1462,212
2011,Havering,E09000016,Total,171128,121642,109446,23479,67989,17978,7627,4569,49486,24404,7944,8374,5407,3357,2291,1446,1149,3093,83293,64532,58171,4166,39856,14149,4338,2023,18761,10067,3929,580,2737,1448,1438,922,691,1538,87835,57110,51275,19313,28133,3829,3289,2546,30725,14337,4015,7794,2670,1909,853,524,458,1555,213
